C0000727	Acute abdomen
C1096034	Infusion site induration
C1096035	Infusion site pain
C1096036	Infusion site warmth
C1096049	Infusion site swelling
C1096082	Oesophageal discomfort
C1096091	Infusion site pruritus
C1096106	Wound complication
C1096116	Acquired haemophilia
C1096176	Mitochondrial toxicity
C1096185	Dacryostenosis acquired
C1096188	Puncture site reaction
C1096195	Thyroglobulin increased
C1096213	Cannula site reaction
C1096225	Vessel puncture site haemorrhage
C1096243	Central line infection
C1096250	Gastrointestinal discomfort
C1096252	Cardiac discomfort
C1096256	Cryptococcal cutaneous infection
C1096257	Dental discomfort
C1096262	Escherichia bacteraemia
C1096267	Injection site discomfort
C1096272	Vanishing bile duct syndrome
C1096274	Corneal thinning
C1096275	Increased viscosity of bronchial secretion
C1096278	Anterior chamber inflammation
C1096282	Medication residue
C1096286	Transaminases decreased
C1096303	Lipase abnormal
C1096311	Mucosal discolouration
C1096340	Dysphemia
C1096343	Infusion site reaction
C1096355	Electrocardiogram U-wave abnormality
C1096368	Mean platelet volume decreased
C1096387	Chemical eye injury
C1096393	Body fat disorder
C1096403	Left ventricular ejection fraction decreased
C1096444	Altered visual depth perception
C1096448	Bronchopneumopathy
C1096458	Vascular occlusion
C1096460	Infusion site phlebitis
C1096506	Free prostate-specific antigen increased
C1096509	Blood pancreatic amylase increased
C1096529	Carotid pulse
C1096543	Superficial punctate keratopathy
C1096646	Transaminitis
C1096657	Prostate examination abnormal
C1096658	Urine phosphorus increased
C1096668	Instillation site irritation
C1096670	Antitussive therapy
C1096691	BK virus infection
C1096701	Medical device discomfort
C1096708	Vessel puncture site inflammation
C1096714	Infusion site infection
C1096717	Pain during injection
C1096732	Fungus sputum test positive
C1112182	Parkinsonian rest tremor
C1112192	Erythrosis
C1112209	Abdominal infection
C1112210	Catheter site infection
C1112214	Vulvovaginal pruritus
C1112256	Peripheral sensorimotor neuropathy
C1112257	Oral pustule
C1112261	Gaze palsy
C1112274	Genital discharge
C1112303	Facial wasting
C1112320	Temperature intolerance
C1112341	Connective tissue inflammation
C1112346	Prostate induration
C1112349	Spinal cord paralysis
C1112353	Medical device complication
C1112366	Eyelid irritation
C1112369	Paranasal sinus hypersecretion
C1112371	Anterior chamber pigmentation
C1112413	Peripheral artery aneurysm
C1112433	Thromboembolic stroke
C1112436	QRS axis abnormal
C1112442	Female sexual dysfunction
C1112443	Male sexual dysfunction
C1112469	Cytomegalovirus syndrome
C1112470	Infusion site inflammation
C1112489	Corneal irritation
C1112525	Gastrointestinal ulcer haemorrhage
C1112537	Neurological examination abnormal
C1112559	Pancreatitis due to biliary obstruction
C1112565	Pneumatosis intestinalis
C1112573	Delayed orgasm
C1112613	Neonatal tachypnoea
C1112616	Loss of proprioception
C1112625	Cerebellar oedema
C1112626	Allergic exanthema
C1112632	Cross reactive drug hypersensitivity
C1112677	Protein allergy
C1112709	Unspecified non-gonococcal urethritis (NGU)
C1112746	Hepatic lymphoma
C1112762	Blood methaemoglobin present
C1112773	Post procedural diarrhoea
C1112789	Rectal spasm
C1135120	Breakthrough pain
C1136085	Monoclonal gammopathy
C1140680	Ovarian cancer
C1140716	Hypoxic-ischaemic encephalopathy
C1141861	Procedural complication
C1141863	Lymphocyte transformation test positive
C1141884	Head lag abnormal
C1141885	Sclerosing encapsulating peritonitis
C1141890	Long QT syndrome congenital
C1141893	Muscle enzyme increased
C1141926	Abdominal sepsis
C1141930	Post procedural complication
C1141936	Purple glove syndrome
C1141938	Ocular icterus
C1141948	Troponin increased
C1141949	Troponin I increased
C1141959	ECG signs of myocardial ischaemia
C1142011	Orchitis noninfective
C1142015	Blood bilirubin abnormal
C1142017	Glabellar reflex abnormal
C1142028	Peripheral nerve palsy
C1142034	Tandem gait test abnormal
C1142068	Arcus lipoides
C1142072	Oral toxicity
C1142080	Injection site stinging
C1142086	Vitamin E decreased
C1142111	Eyelash discolouration
C1142112	Eyelash thickening
C1142113	Hyperalbuminaemia
C1142115	Enterocolitis infectious
C1142117	Adnexa uteri pain
C1142135	Muscle relaxant therapy
C1142139	Drug reaction with eosinophilia and systemic symptoms
C1142151	Scleromalacia
C1142158	Hepatic vein occlusion
C1142160	Application site discolouration
C1142163	Intestinal mass
C1142166	Brugada syndrome
C1142172	Incision site complication
C1142175	Shunt thrombosis
C1142178	Intestinal stoma complication
C1142239	Call-Fleming syndrome
C1142249	Infected cyst
C1142257	Incision site pain
C1142272	Neutrophilic dermatosis
C1142277	Brown urine
C1142295	Drug-induced cough
C1142300	Clostridium colitis
C1142305	Melanonychia
C1142335	Bilirubin abnormal
C1142349	Eyelid pain
C1142357	Symptomatic hyperlactatemia
C1142358	Lactic acidosis syndrome
C1142383	Breast tension
C1142397	Myoglobinaemia
C1142412	Vasodilation procedure
C1142420	Hepatitis B reactivation
C1142446	Bicytopenia
C1142459	Application site scar
C1142492	Postinfarction angina
C1142498	Application site excoriation
C1142499	Gastrointestinal toxicity
C1142520	Nail pigmentation
C1142523	Hypothrombinaemia
C1142524	Asymptomatic hyperlactatemia
C1142530	Vitamin K decreased
C1145628	Unspecified disorder of autonomic nervous system
C1145670	Respiratory failure
C1148477	Sudden deafness
C1153706	Endometrial adenocarcinoma
C1167654	Acute prerenal failure
C1167661	Cerebral vasoconstriction
C1167675	Application site folliculitis
C1167677	Infrequent bowel movements
C1167686	Nail toxicity
C1167709	Epidermal necrosis
C1167732	Pleuropericarditis
C1167745	Extremity necrosis
C1167750	Hoigne's syndrome
C1167760	Bacterial test positive
C1167761	Fungal test positive
C1167779	Neutropenic infection
C1167785	Haemorrhagic urticaria
C1167791	Skin toxicity
C1167842	Tobacco withdrawal symptoms
C1167863	Retinogram abnormal
C1167868	Perinephric collection
C1167870	Graft dysfunction
C1167945	Infusion site rash
C1167965	Urine output increased
C1168034	Gastric pH decreased
C1168134	Anti-thyroid antibody positive
C1168149	Perioral tingling
C1168174	Absolute neutrophil count decreased
C1168175	Incision site haematoma
C1168188	Intermittent headache
C1168225	Inner ear infection
C1168290	Drug-induced hypersensitivity syndrome
C1175175	Severe acute respiratory syndrome
C1253936	Joint effusion
C1257843	Pseudomembranous colitis
C1258192	Vascular resistance systemic
C1258215	Ileus
C1260402	Splenic sequestration
C1260871	Acetonaemia
C1260880	Rhinorrhoea
C1260922	Respiration abnormal
C1260926	Abnormal pigmentation
C1261167	Sperm concentration
C1261473	Sarcoma
C1261562	Detrusor instability
C1261981	Urticaria localised
C1261989	Hepatic enzyme decreased
C1262005	Ischaemic cerebral infarction
C1262006	Sinusitis bacterial
C1262010	Post lumbar puncture syndrome
C1262013	Recall phenomenon
C1262018	Transplant failure
C1262022	Freezing phenomenon
C1262036	Ocular toxicity
C1262038	Post procedural nausea
C1262064	Oculogyration
C1262091	Lymphocytic infiltration
C1262106	Neuromuscular toxicity
C1262109	Procedural hypotension
C1262113	Lipohypertrophy
C1262141	Poor quality sleep
C1262144	Increased bronchial secretion
C1262165	High turnover osteopathy
C1262168	Cholecystitis infective
C1262170	Herpes dermatitis
C1262195	Echoacousia
C1262200	Cerebrovascular infarction
C1262281	Thrombosis in device
C1262299	Oral papilloma
C1262535	Jaundice hepatocellular
C1262760	Drug-induced hepatitis
C1263846	Attention deficit/hyperactivity disorder
C1263855	Lumbar radiculopathy
C1263960	Diabetic coma
C1264610	Infectious peritonitis
C1264613	Gastrointestinal infection
C1266194	Hodgkin's disease lymphocyte predominance type stage unspecified
C1268766	Change in blood pressure
C1269683	Major depression
C1269955	Tumour invasion
C1271398	Pigment dispersion syndrome
C1274594	Lichenoid keratosis
C1275515	Venomous bite
C1276118	Urticaria recurrent
C1276146	Lymphoma cutis
C1279247	Genitourinary tract infection
C1279296	Chronic leukaemia
C1279945	Acute interstitial pneumonitis
C1280433	Lipoatrophy
C1282609	Granulocytosis
C1282799	Penile swelling
C1283048	Iron binding capacity total
C1285373	Respiratory disorder neonatal
C1285577	Acute confusional state
C1287298	Urine output
C1290398	Cerebral arterial aneurysm
C1290864	Abdominal disorder
C1291077	Abdominal bloating
C1291078	Epigastric discomfort
C1292769	B-cell type acute leukaemia
C1295585	Decreased vibratory sense
C1295666	Thyroxine decreased
C1295715	Fibrinogen decreased
C1299624	Postural orthostatic tachycardia syndrome
C1301937	Talipes
C1302752	Abrasion NOS
C1305875	Fibroadenosis of breast
C1306341	Mental disability
C1306503	Exomphalos
C1306571	Hepatic insufficiency
C1306577	Death
C1306580	Bone mass decreased
C1306587	Encephalopathy acute
C1306600	Radial nerve palsy
C1306792	Red man syndrome
C1306889	Peripheral arterial occlusive disease
C1318314	Epithelial cells urine
C1318520	Vasculitis necrotising
C1319200	Confusion postoperative
C1320474	Nuchal rigidity
C1320835	Drug fever
C1321133	Bronchial haemorrhage
C1321523	Wandering pacemaker
C1321581	Bezoar
C1321632	Venous thrombosis deep limb
C1321686	Faecaloma
C1321898	Blood in stool
C1322281	Rhinitis seasonal
C1323189	Dermatitis infected
C1325847	Sensitisation
C1328291	Dysaesthesia pharynx
C1328308	Increased upper airway secretion
C1328327	Gastrooesophageal sphincter insufficiency
C1328332	Procedural hypertension
C1328337	Urethritis noninfective
C1328375	Application site discomfort
C1328377	Oculo-respiratory syndrome
C1328395	Vaginal contraceptive device expelled
C1328407	Hip dysplasia
C1328411	Post procedural haematoma
C1328428	Mycobacterium test
C1328447	Brain stem syndrome
C1328519	Retinal pigment epithelial tear
C1328537	Palmar-plantar erythema
C1328539	Reflex tachycardia
C1328540	Peripheral vasodilatation
C1328552	Extrapulmonary pneumocystosis
C1328561	Postmenopausal spotting
C1331543	Puerperal pyrexia
C1333984	Hepatosplenic T-cell lymphoma
C1368065	Vascular purpura
C1368107	Bone marrow aplastic
C1370740	Adrenal carcinoma
C1383860	Cardiac hypertrophy
C1384353	Infestation
C1384489	Scratch
C1384494	Metastatic carcinoma
C1384589	Tinea cruris
C1384597	Acquired megacolon
C1384606	Dyspareunia
C1384666	Hearing impaired
C1386135	Acute depression
C1387528	Acute haemolytic anaemia
C1388177	Aortic arteriosclerosis
C1390484	Skull hypoplasia
C1392046	Cardiovascular insufficiency
C1393815	Contraceptive device complication
C1394290	Cyanotic heart disease
C1407280	Peripheral artery thrombosis
C1411873	Ovulation disorder
C1412000	Mesenteric vascular insufficiency
C1412002	Atypical pneumonia
C1442826	Necrotising enterocolitis neonatal
C1442835	Solar dermatitis
C1442837	Myocardial necrosis
C1442839	Hypervitaminosis D
C1442903	Exostosis
C1442968	Anastomotic ulcer
C1443060	Feeling abnormal
C1444565	Cardiopulmonary failure
C1444680	Posterior capsule opacification
C1455705	Histiocytosis X of lung
C1455780	Aortic valve sclerosis
C1455782	Vagotonia
C1456329	Stomach dilation procedure
C1456784	Paranoia
C1456786	Paranoid state
C1456822	Claudication
C1456863	Vasoconstriction
C1456865	Calculus ureteric
C1457883	Aggressive reaction
C1458140	Bleeding tendency
C1458155	Breast neoplasm
C1504343	Acarodermatitis
C1504376	Unresponsive to verbal stimuli
C1504379	Coagulation test abnormal
C1504383	Radiation skin injury
C1504405	Pyramidal tract syndrome
C1504411	Post procedural oedema
C1504422	Application site hypersensitivity
C1504431	Idiopathic pneumonia syndrome
C1504435	Electrocardiogram QT interval abnormal
C1504438	Cerebral artery stenosis
C1504452	Implant site pain
C1504465	Device malfunction
C1504494	Tingling of extremity
C1504532	Post transplant diabetes mellitus
C1504561	Hypophagia
C1510410	Parosmia
C1510412	Vascular pseudoaneurysm
C1510431	Thrombophlebitis superficial
C1510450	Dysacusis
C1510471	Hypovitaminosis
C1510472	Drug dependence
C1510475	Diverticulum intestinal
C1510497	Lenticular opacities
C1519353	Rash papular
C1522058	Coagulation necrosis
C1522133	High cholesterol
C1527249	Colorectal cancer
C1527311	Brain oedema
C1527330	Pyridoxine deficiency
C1527336	Sjogren's syndrome
C1527340	Voice disturbance
C1527344	Dysphonia
C1527348	Brain hypoxia
C1527358	Phototoxicity
C1527383	Morphoea
C1527401	Shock insulin
C1527405	Erythrocytosis
C1527407	Eosinophilic pneumonia
C1527410	Renal rickets
C1527411	Retinal vein thrombosis
C1533591	Deposit calcium
C1535849	Application site induration
C1535879	Vessel puncture site bruise
C1535893	Orthostatic intolerance
C1535939	Pneumocystis jirovecii pneumonia
C1535948	Retinal aneurysm
C1535950	Gastrointestinal inflammation
C1535970	Blood count abnormal
C1535975	Pelvic discomfort
C1536052	Oral mucosal exfoliation
C1536055	Drug administration error
C1536070	Renal insufficiency aggravated
C1536074	Osteoarticular pain
C1536075	Sudden unexplained death in epilepsy
C1536080	Coronary stent thrombosis
C1536145	Eyelash hyperpigmentation
C1536146	Eyelash darkening
C1536220	ST segment elevation myocardial infarction
C1536459	Nettle rash
C1536696	Overactivity
C1536916	Blood cholesterol decreased
C1540600	Seizure cerebral
C1542178	Lower limb fracture
C1557335	Ocular surface disease
C1561230	Soft tissue necrosis
C1561643	Chronic kidney disease
C1565489	Renal impairment
C1565662	Acute renal insufficiency
C1579838	Sore mouth
C1608397	Device occlusion
C1608399	Dark circles under eyes
C1608410	Head titubation
C1608942	Complication of device insertion
C1608945	Exfoliative rash
C1608950	Device dislocation
C1608953	Intestinal diaphragm disease
C1608954	Infusion site extravasation
C1609496	Eyelid exfoliation
C1609512	Vulvovaginal mycotic infection
C1609536	Allergic bronchospasm
C1609538	Latent tuberculosis
C1610049	Application site exfoliation
C1610056	Antinuclear antibody increased
C1610069	Circulatory depression
C1610080	ANA increased
C1610622	Coital bleeding
C1611157	Hepatic infiltration eosinophilic
C1611162	Plateletcrit decreased
C1611167	Waist circumference increased
C1611174	Post-traumatic pain
C1619692	Nephrogenic systemic fibrosis
C1619700	Renal aplasia
C1619702	Device related infection
C1619712	Procedural pain
C1619718	Partner stress
C1619727	Decompensated cirrhosis
C1619733	Gout flare
C1621958	Glioblastoma multiforme
C1688637	Intraoperative floppy iris syndrome
C1692886	Arthritis bacterial
C1695895	Angiodermatitis
C1695897	Infusion site irritation
C1696110	Vessel puncture site haematoma
C1696157	Gastrointestinal stoma complication
C1696574	Application site erosion
C1696685	Intentional drug misuse
C1696700	C1 esterase deficiency acquired
C1696701	Dermatillomania
C1696704	Ovarian haemorrhage
C1696942	Application site cellulitis
C1696943	Hypoaesthesia facial
C1696946	Polyomavirus-associated nephropathy
C1697542	Infusion site thrombosis
C1697642	Puncture site pain
C1697747	Laryngeal haemorrhage
C1697883	Infusion related pain
C1697943	Epidermal growth factor receptor decreased
C1698088	Malignant solid tumour
C1698259	HCV coinfection
C1698400	Incision site oedema
C1698480	Supraventricular tachyarrhythmia
C1698976	Infusion site urticaria
C1699201	Infusion site thrombophlebitis
C1699324	Pharyngeal mucositis
C1701474	Argumentativeness
C1704202	Aspermia
C1704212	Embolus
C1704272	Benign prostatic hyperplasia
C1704320	Glomerulonephritis minimal lesion
C1704327	Bone sarcoma
C1704373	Compulsive personality disorder
C1704381	Glucose decreased
C1704431	Electrolyte disturbance
C1704436	Peripheral arterial disease
C1704437	Respiratory distress syndrome
C1720775	Renal tubular necrosis
C1720798	Radiation recall reaction (dermatologic)
C1735322	Injection site pallor
C1735348	Anal irritation
C1735368	Acute dystonia
C1735373	Acute uveitis
C1735601	Floppy iris syndrome
C1735630	Acute cholestatic hepatitis
C1735634	Acute allograft rejection
C1735646	Rash recurrent
C1735864	Administration site infection
C1736167	Systemic allergic reaction
C1736172	Acute cytolytic hepatitis
C1736186	Postoperative shivering
C1737211	Hypoglycaemic unconsciousness
C1737214	Injection site injury
C1737224	Post procedural swelling
C1737329	Dysmorphism
C1739111	Foetal anticonvulsant syndrome
C1739363	Prostatic hypertrophy
C1739418	Acute cardiac toxicity
C1739422	Opioid naive
C1740793	Post-tussive vomiting
C1740832	AML progression
C1740836	Acute migraine
C1744587	Balance difficulty
C1744601	Heart rate abnormal
C1760428	Suicidal behaviour
C1761613	Conjunctival hyperaemia
C1800706	Idiopathic pulmonary fibrosis
C1852242	AION
C1859270	Slow speech
C1861172	Venous thromboembolism
C1863751	Wound healing normal
C1867423	Vascular resistance pulmonary increased
C1868693	Localised intraabdominal fluid collection
C1868709	Activation syndrome
C1868730	Genital discomfort
C1868752	Procedural nausea
C1868769	Anaphylactoid syndrome of pregnancy
C1868771	Peritoneal cloudy effluent
C1868790	Intranasal hypoaesthesia
C1868809	Catheter thrombosis
C1868843	Injection site dryness
C1868855	Post procedural infection
C1868879	Endotracheal tube obstruction
C1868893	Genital irritation
C1868911	Uric acid abnormal
C1868912	Uric acid increased
C1868917	Heart racing
C1868919	Upper abdominal discomfort
C1868980	Pharmacokinetic interaction
C1868998	Cytotoxic oedema
C1879328	Blindness, both eyes
C1955743	Mineralocorticoid deficiency
C1956089	Bone spur
C1956346	Coronary artery disease
C1956391	Temporal arteritis
C1956415	Dyspnoea paroxysmal nocturnal
C1959622	Vein distended
C1959797	Allergic hepatitis
C1960509	Epidural lipomatosis
C1961112	Decompensation cardiac
C1963718	Oculorespiratory syndrome
C1963747	Herpes simplex hepatitis
C1963789	Genital swelling
C1963790	Vulvovaginal burning sensation
C1963818	Gastrointestinal sounds abnormal
C1963822	Mucosal pigmentation
C1963864	Myelodysplastic syndrome transformation
C1963897	Low birth weight baby
C1963921	Chemical phlebitis
C1963933	Punding
C1963943	Atherothrombosis
C1963951	Acute overdose
C1963964	Periungual erythema
C1971624	Appetite absent
C1994994	Excessive thirst
C2004435	Intestinal ischaemia
C2004487	Vaginismus
C2004489	Regurgitation
C2004491	Scar
C2004521	Anaemia vitamin B12 deficiency
C2010560	Gastritis haemorrhagic
C2047937	Ill-defined disorder
C2062908	Gout acute
C2129214	Loose stools
C2173677	Renal cyst
C2225524	Breast enlargement
C2230138	Pulse rate decrease marked
C2239176	Hepatocellular carcinoma
C2240374	Eosinophil count increased
C2242496	Parotid gland inflammation
C2242574	Compulsive sexual behaviour
C2242575	Compulsive shopping
C2242576	Oropharyngeal blistering
C2242577	Oromandibular dystonia
C2242582	Cholestatic liver injury
C2242583	Acute liver injury
C2242588	Traumatic liver injury
C2242595	Mucosal atrophy
C2242621	Erection prolonged
C2242708	Hypertransaminasaemia
C2242711	Arteritic anterior ischaemic optic neuropathy
C2242737	Anorectal discomfort
C2242996	Tingling sensation
C2243080	Intestinal necrosis
C2243088	Gastritis erosive
C2267227	Bulimia nervosa
C2349423	Medication overuse headache
C2350530	Bronchopulmonary aspergillosis
C2363722	Steroid psychosis
C2363730	Oropharyngeal discomfort
C2363731	Oropharyngeal pain
C2363809	Incessant ventricular tachycardia
C2363829	Semen analysis abnormal
C2363912	Respiratory failure aggravated
C2363914	Post procedural constipation
C2363949	Injection site exfoliation
C2363980	Cross resistance
C2364082	Hyposmia
C2364111	Ageusia
C2364164	Fluid imbalance
C2584688	Testicular swelling
C2586050	Oesophagitis ulcerative
C2607896	Vulva discomfort
C2607914	Rhinitis allergic
C2607947	Deafness unilateral
C2609073	Splenic peliosis
C2609096	Genital hypoaesthesia
C2609174	Tongue pigmentation
C2609176	Kounis syndrome
C2609183	Abnormal withdrawal bleeding
C2609199	Product taste abnormal
C2609264	Color vision change
C2609269	Fasting hyperglycaemia
C2609319	Papulopustular rash
C2609414	Acute kidney injury
C2697368	Gastrointestinal tract irritation
C2711227	Hepatic steatosis
C2711248	Osteonecrosis of jaw
C2712054	Dyspnoea at rest
C2712122	Blood pressure normal
C2712871	Gout attack
C2717961	Thrombotic microangiopathy
C2718128	Nasal inflammation
C2720436	Pleural fibrosis
C2721559	Osmotic demyelination syndrome
C2721563	Infectious pneumonitis
C2721578	Pulmonary oil microembolism
C2721737	Application site stinging
C2732728	Body height decreased
C2745924	Platelet aggregation increased
C2747793	Acute phosphate nephropathy
C2747813	Bacterial colonisation
C2747852	Device related sepsis
C2747853	Injury associated with device
C2747891	Device capturing issue
C2747905	Destructive thyroiditis
C2748362	Vulvovaginal erythema
C2748540	Mucosal bleeding
C2750515	Subcutaneous bleeding
C2752009	White matter lesion
C2826318	Refractory cytopenia with unilineage dysplasia
C2830004	Somnolence
C2930821	Keratitis sicca
C2931822	Nasopharyngeal carcinoma
C2937222	Proctitis ulcerative
C2937228	Tunnel vision
C2937350	Abnormal ejaculation
C2937358	Cerebral haemorrhage
C2938875	Upper-airway cough syndrome
C2938970	Penile curvature
C2938972	Penile haematoma
C2939062	Respiratory tract oedema
C2939065	Airway edema
C2939094	Skin sensitisation
C2939103	Perioral paraesthesia
C2939130	Other bacterial diseases
C2939147	Feeling hot
C2939186	Mood alteration NOS
C2939419	Metastatic neoplasm
C2939420	Metastatic disease
C2939427	Hypoesthesia tongue
C2939447	Right ventricular failure
C2939465	Glucose-6-phosphate dehydrogenase deficiency
C2945558	Vulvovaginitis trichomonal
C2945586	Bladder irritation
C2955673	Urate nephropathy
C2973529	Leukocytoclastic vasculitis
C2973725	Pulmonary arterial hypertension
C2979982	Vaginal haemorrhage
C2981158	Loss of libido
C2987469	Substance-induced psychotic disorder
C3160741	Toxicity to various agents
C3160754	Atypical femur fracture
C3160756	Infection reactivation
C3160759	Tumour cell mobilisation
C3160766	Supine hypotension
C3160769	Major bleed
C3160770	Minor bleed
C3160771	Sperm concentration decreased
C3160830	Prostatic dysplasia
C3160840	Macular pigmentation
C3160858	Posterior reversible encephalopathy syndrome
C3160944	Vulvovaginal swelling
C3160947	CNS toxicity
C3203356	Hypoprothrombinaemia
C3203358	Hypoventilation
C3203457	Procedural haemorrhage
C3203466	Acute enterocolitis
C3203485	Orthostatic dysregulation
C3203531	Post-traumatic neck syndrome
C3203690	Deficiency of bile secretion
C3203695	Noninfectious peritonitis
C3241936	Non-cardiogenic pulmonary oedema
C3241958	Myocardial disorder
C3248383	Logorrhoea
C3251821	Catatonic reaction
C3257803	Tearing eyes
C3263723	Injury
C3267019	Central nervous system haemorrhage
C3267047	Immune-mediated necrotising myopathy
C3267156	Operative bleeding
C3489393	Hiatus hernia
C3495440	Bleeding breakthrough
C3495559	Juvenile idiopathic arthritis
C3495700	Atypical fracture
C3495797	Peripheral artery stenosis
C3495801	Granulomatosis with polyangiitis
C3495827	Lid sulcus deepened
C3495832	Rheumatic disorder
C3495916	Myocardial hypertrophy
C3495917	Advanced breast cancer
C3495920	Lacrimal structural disorder
C3495931	Vestibular toxicity
C3495947	Atypical stress fracture
C3495950	Cochlear toxicity
C3536794	Feeling sad
C3544060	Accidental exposure to product
C3544094	Arterial thromboembolism
C3544214	Reversible cerebral vasoconstriction syndrome
C3665346	Unspecified visual loss
C3665347	Visual impairment
C3665356	Food intolerance
C3665386	Abnormal vision
C3665418	Labile hypertension
C3665444	Neutrophilia
C3665473	Deafness bilateral
C3665596	Warts
C3665609	Conjunctival xerosis
C3665624	Blood calcium decreased
C3665770	Acquired lipoatrophic diabetes
C3665818	Medication residue present
C3665888	Reproductive toxicity
C3665900	Intraspinal bleeding
